attendance_bucket,Category,Borough,Location,Event Name,Event Type,time_of_day,day_type,audience_1,audience_2,audience_3,audience_4,audience_5,audience_6,audience_7,audience_8
med_attendance,Sport,Brooklyn,Star Spangled Playground,Youth Summer Pop Up Recreation,Local Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Fitness,Bronx,St. James Recreation Center,A Walk In The Park,Community Based Event,afternoon_time,weekday,seniors_audience,,,,,,,
med_attendance,Fitness,Bronx,301 W Tremont Ave,Kickboxing,Community Based Event,night_time,weekend,adults_audience,,,,,,,
low_attendance,Fitness,Queens,"Far Rockaway, Beach 17",ultimate cardio,Community Based Event,afternoon_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Bronx,Fort Independence playground,Cardio fit,Community Based Event,night_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Bronx,301 W Tremont Ave,Kickboxing,Community Based Event,night_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Brooklyn,McKinley Park,Fitness,Local Event,afternoon_time,weekday,young_adult_audience,adults_audience,,,,,,
med_attendance,Fitness,Manhattan,Pier 35,Total body bootcamp,Community Based Event,afternoon_time,weekend,adults_audience,,,,,,,
low_attendance,Fitness,Brooklyn,McKinley Park,Fitness,Local Event,night_time,weekday,young_adult_audience,adults_audience,,,,,,
med_attendance,Fitness,Bronx,301 W Tremont Ave.,Kickboxing,Community Based Event,night_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Manhattan,Pier 35,Total body bootcamp,Community Based Event,night_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Bronx,St. James Recreation Center,Spin for Life,Community Based Event,morning_time,weekday,young_adult_audience,adults_audience,seniors_audience,general_public_audience,,,,
med_attendance,Fitness,Bronx,Roberto clemente state park,kickboxing,Community Based Event,afternoon_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Manhattan,Marcus Garvey Park,revved and ready,Community Based Event,night_time,weekend,adults_audience,,,,,,,
unknown_attendance,Fitness,Bronx,Crotona Park,bootcamp,Community Based Event,afternoon_time,weekday,adults_audience,,,,,,,
med_attendance,Fitness,Bronx,Mullaly Park,latin cardio fitness,Community Based Event,afternoon_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Manhattan,Marcus Garvey Park,revved and ready,Community Based Event,night_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Manhattan,pier 35,total body bootcamp,Community Based Event,night_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Staten Island,Clove Lakes Park,fit mix,Community Based Event,afternoon_time,weekday,adults_audience,,,,,,,
med_attendance,Sport,Queens,Kissena Park,Summer Sports Experience,Community Based Event,afternoon_time,weekend,children_audience,young_adult_audience,general_public_audience,,,,,
med_attendance,Fitness,Manhattan,pier 35,total body bootcamp,Community Based Event,night_time,weekend,adults_audience,,,,,,,
med_attendance,Sport,Queens,Detective Keith L Williams Park,Summer Sports Experience,Community Based Event,afternoon_time,weekday,young_adult_audience,children_audience,general_public_audience,,,,,
low_attendance,Fitness,Queens,queens bridge,mindful movement,Community Based Event,afternoon_time,weekday,adults_audience,,,,,,,
low_attendance,Fitness,Queens,queensbridge,mindful movement,Community Based Event,afternoon_time,weekday,adults_audience,,,,,,,
med_attendance,Fitness,Queens,beach 17 st far rockway,ultimate cardio,Community Based Event,night_time,weekend,adults_audience,,,,,,,
med_attendance,Sport,Queens,Beach 17th Street,Summer Sports Experience,Community Based Event,afternoon_time,weekday,children_audience,general_public_audience,tot_audience,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Step & Fit,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
low_attendance,Fitness,Staten Island,De Matti Playground,Hula Hoop Fitness,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Fitness,Staten Island,De Matti Playground,Walk-a-thon,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
unknown_attendance,Fitness,Staten Island,De Matti Playground,Fit Kids,Community Based Event,night_time,weekday,tot_audience,teens_audience,children_audience,,,,,
low_attendance,Fitness,Staten Island,Stapleton Playground,Fit Kids,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Fitness,Staten Island,De Matti Playground,Hula Hoop Fitness,Community Based Event,night_time,weekday,tot_audience,teens_audience,children_audience,,,,,
low_attendance,Fitness,Staten Island,Stapleton Playground,Sports Drills,Community Based Event,night_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Fitness,Staten Island,Stapleton Playground,Sports Drills,Community Based Event,night_time,weekday,children_audience,tot_audience,teens_audience,,,,,
low_attendance,Fitness,Staten Island,De Matti Park,Hula Hoop Fitness,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Fitness,Staten Island,De Matti Park,Walk-a-thon,Community Based Event,afternoon_time,weekday,tot_audience,teens_audience,children_audience,,,,,
low_attendance,Fitness,Staten Island,Stapleton Playground,Fit Kids,Community Based Event,night_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Fitness,Staten Island,De Matti Park,Fit Kids,Community Based Event,night_time,weekday,tot_audience,teens_audience,children_audience,,,,,
med_attendance,Fitness,Staten Island,De Matti Playground,Sports Drills,Community Based Event,night_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Fitness,Brooklyn,Leif Ericson Park,Pick Up Pickleball,Local Event,afternoon_time,weekday,seniors_audience,,,,,,,
med_attendance,Fitness,Brooklyn,McKinley Park,TABATA,Local Event,night_time,weekday,young_adult_audience,adults_audience,,,,,,
med_attendance,Fitness,Bronx,Mullaly Park,Shape Up NYC: Belly Dance Fitness,Community Based Event,afternoon_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Bronx,Williamsbridge Oval Park,stretch and meditation,Local Event,night_time,weekday,children_audience,,,,,,,
low_attendance,Fitness,Bronx,Williamsbridge Oval Park,stretch and meditation,Local Event,night_time,weekday,children_audience,,,,,,,
med_attendance,Fitness,Bronx,Mullaly Park,Shape Up NYC: Belly Dance Fitness,Community Based Event,afternoon_time,weekend,adults_audience,,,,,,,
low_attendance,Fitness,Bronx,Mullaly Park,Shape Up NYC: Belly Dance Fitness,Community Based Event,afternoon_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Bronx,Mullaly Park,Shape Up NYC: Belly Dance Fitness,Community Based Event,afternoon_time,weekend,adults_audience,,,,,,,
low_attendance,Fitness,Bronx,Williamsbridge Oval Park,stretch and meditation,Local Event,night_time,weekday,children_audience,,,,,,,
unknown_attendance,Fitness,Bronx,Williamsbridge Oval Park,stretch and meditation,Local Event,night_time,weekday,children_audience,,,,,,,
low_attendance,Sport,Bronx,St. Mary's Park,skills & drills,Community Based Event,afternoon_time,weekday,teens_audience,,,,,,,
unknown_attendance,Sport,Bronx,St. Mary's Park,skills & drills,Community Based Event,afternoon_time,weekday,children_audience,,,,,,,
low_attendance,Fitness,Bronx,St. Mary's Recreation Center,step it up,Community Based Event,night_time,weekday,children_audience,,,,,,,
med_attendance,Fitness,Bronx,Fort Independence Playground,Shape Up NYC: Cardio Fit,Community Based Event,afternoon_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Brooklyn,St. Andrew's Playground,Shape Up NYC: Zumba,Community Based Event,afternoon_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Bronx,Fort Independence Playground,Shape Up NYC: Cardio Fit,Community Based Event,afternoon_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Brooklyn,St. Andrew's Playground,Shape Up NYC: Zumba,Community Based Event,afternoon_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Bronx,Mullaly Park,Shape Up NYC: Latin Cardio Fitness,Community Based Event,afternoon_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Bronx,St. James Recreation Center,Stretching & Relaxation,Open House,afternoon_time,weekday,young_adult_audience,adults_audience,seniors_audience,,,,,
med_attendance,Fitness,Bronx,St. James Recreation Center,Stretching & Relaxation,Open House,afternoon_time,weekday,young_adult_audience,adults_audience,,,,,,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Street Hockey,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Inspiration Motivation,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,De Matti Playground,Hula Hoop Fitness,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Fitness,Manhattan,James J Walker Park,Boot Camp,Local Event,afternoon_time,weekday,adults_audience,,,,,,,
low_attendance,Fitness,Manhattan,Marcus Garvey Park,Shape Up NYC: Revved and Ready,Community Based Event,afternoon_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Manhattan,East River Esplanade,Shape Up NYC: Total Body BootCamp,Community Based Event,afternoon_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Staten Island,Stapleton Playground,Fit Kids,Community Based Event,afternoon_time,weekday,children_audience,tot_audience,teens_audience,,,,,
unknown_attendance,Sport,Brooklyn,Linden Park,Mobile Recreation,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
unknown_attendance,Fitness,Bronx,Williamsbridge Oval Park,Circuit Training,Community Based Event,afternoon_time,weekday,adults_audience,seniors_audience,,,,,,
unknown_attendance,Sport,Brooklyn,Hilltop Playground,Mobile Recreation,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,,,,,,
med_attendance,Fitness,Staten Island,De Matti Playground,Sports Drills,Community Based Event,night_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Sport,Bronx,St. James Recreation Center,Toddlers Games,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,,,,,,
med_attendance,Sport,Brooklyn,Linden Park,Mobile Recreation,Community Based Event,afternoon_time,weekday,children_audience,teens_audience,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Step & Fit,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
unknown_attendance,Sport,Bronx,St. James Recreation Center,Toddlers Games,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,,,,,,
med_attendance,Fitness,Bronx,Williamsbridge Oval Park,Youth Fitness,Community Based Event,night_time,weekday,children_audience,tot_audience,,,,,,
med_attendance,Fitness,Bronx,St. James Recreation Center,Spin for Life,Community Based Event,morning_time,weekday,adults_audience,young_adult_audience,seniors_audience,,,,,
unknown_attendance,Fitness,Queens,Rockaway Beach and Boardwalk,Shape Up NYC: Ultimate Cardio,Community Based Event,afternoon_time,weekend,adults_audience,,,,,,,
unknown_attendance,Fitness,Bronx,Williamsbridge Oval Park,Circuit Training,Community Based Event,afternoon_time,weekday,adults_audience,seniors_audience,,,,,,
low_attendance,Fitness,Staten Island,Clove Lakes Park,Shape Up NYC: Fit Mix,Community Based Event,morning_time,weekday,adults_audience,,,,,,,
low_attendance,Fitness,Staten Island,Clove Lakes Park,Shape Up NYC: Fit Mix,Community Based Event,morning_time,weekday,adults_audience,,,,,,,
med_attendance,Fitness,Staten Island,Stapleton Playground,Sports Drills,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Fitness,Staten Island,De Matti Playground,Walk-a-thon,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Fitness,Staten Island,Stapleton Playground,Sports Drills,Community Based Event,night_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Fitness,Staten Island,Stapleton Playground,Fit Kids,Community Based Event,night_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Fitness,Staten Island,De Matti Playground,Fit Kids,Community Based Event,night_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Fitness,Staten Island,De Matti Playground,Sports Drills,Community Based Event,night_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Fitness,Staten Island,De Matti Playground,Hula Hoop Fitness,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Fitness,Staten Island,Jennifer's Playground,stronger than ever,Open House,afternoon_time,weekday,seniors_audience,,,,,,,
med_attendance,Fitness,Staten Island,Jennifer's Playground,stronger than ever,Open House,afternoon_time,weekday,seniors_audience,,,,,,,
med_attendance,Fitness,Staten Island,Jennifer's Playground,stronger than ever,Open House,afternoon_time,weekday,seniors_audience,,,,,,,
low_attendance,Fitness,Brooklyn,McKinley Park,Fitness,Local Event,afternoon_time,weekday,young_adult_audience,adults_audience,,,,,,
unknown_attendance,Fitness,Staten Island,Freshkills Park,Stronger Than Ever - trail walks,Open House,afternoon_time,weekday,seniors_audience,,,,,,,
unknown_attendance,Fitness,Staten Island,Freshkills Park,stronger than ever - trail walks,Open House,afternoon_time,weekday,seniors_audience,,,,,,,
med_attendance,Fitness,Brooklyn,McKinley Park,Fitness,Local Event,night_time,weekday,young_adult_audience,adults_audience,,,,,,
med_attendance,Fitness,Brooklyn,Leif Ericson Park,Pick Up Pickleball,Local Event,afternoon_time,weekday,seniors_audience,,,,,,,
med_attendance,Fitness,Manhattan,Gertrude Ederle Recreation Center,Soccer Fun,Local Event,night_time,weekday,tot_audience,children_audience,,,,,,
med_attendance,Fitness,Bronx,St. James Recreation Center,HIIT Circuit fitness,Open House,morning_time,weekday,young_adult_audience,adults_audience,seniors_audience,,,,,
med_attendance,Fitness,Brooklyn,McKinley Park,Fitness,Local Event,night_time,weekday,young_adult_audience,adults_audience,,,,,,
med_attendance,Fitness,Manhattan,James J Walker Park,Boot camp,Local Event,afternoon_time,weekday,adults_audience,,,,,,,
med_attendance,Fitness,Manhattan,James J Walker Park,Boot Camp,Local Event,afternoon_time,weekend,adults_audience,,,,,,,
low_attendance,Sport,Bronx,St. Mary's Park,unknown_name,Community Based Event,afternoon_time,weekend,children_audience,,,,,,,
med_attendance,Sport,Bronx,St. Mary's Recreation Center,step it up,Community Based Event,night_time,weekend,children_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Fit to the Core,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
low_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Track & Field,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Step & Fit,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Step & Fit,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Bronx,Williamsbridge Oval Park,Spin 20,Community Based Event,afternoon_time,weekday,adults_audience,seniors_audience,,,,,,
med_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Track & Field,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Fit to the Core,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
low_attendance,Fitness,Staten Island,Stapleton Playground,Sprinkler Time,Community Based Event,night_time,weekend,tot_audience,teens_audience,children_audience,,,,,
med_attendance,Fitness,Staten Island,Stapleton Playground,Fit Kids,Community Based Event,afternoon_time,weekend,tot_audience,teens_audience,children_audience,,,,,
med_attendance,Fitness,Staten Island,Stapleton Playground,Sports Drills,Community Based Event,afternoon_time,weekend,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Fitness,Bronx,St. James Recreation Center,Spin for Life,Community Based Event,morning_time,weekday,young_adult_audience,adults_audience,seniors_audience,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Inspiration Motivation,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
unknown_attendance,Fitness,Manhattan,Marcus Garvey Park,Family Fitness Fun,Local Event,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Manhattan,Marcus Garvey Park,Family Fitness Fun,Local Event,afternoon_time,weekday,general_public_audience,,,,,,,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Street Hockey,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
low_attendance,Sport,Bronx,St. Mary's Park,skills & drills,Community Based Event,afternoon_time,weekday,children_audience,,,,,,,
low_attendance,Sport,Bronx,St. Mary's Recreation Center,step it up,Community Based Event,night_time,weekday,children_audience,,,,,,,
med_attendance,Fitness,Queens,Beach 17th Street,Boot Camp,Community Based Event,afternoon_time,weekday,adults_audience,general_public_audience,young_adult_audience,,,,,
med_attendance,Fitness,Queens,Beach 17th Street,Spin,Community Based Event,afternoon_time,weekday,young_adult_audience,adults_audience,general_public_audience,,,,,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Street Hockey,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Inspiration Motivation,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Step & Fit,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Step & Fit,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Bend & Flex,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Bend & Flex,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Soccer Skills,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Soccer Skills,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Soccer Skills,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
low_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Soccer Skills,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Wake-Up Stretch and Relax Yoga,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Bend & Flex,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
unknown_attendance,Fitness,Staten Island,Ocean Breeze Park,Bend & Flex,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
unknown_attendance,Fitness,Staten Island,Ocean Breeze Park,Open Patio Area,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Wake-Up Stretch and Relax Yoga,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Wake-Up Stretch and Relax Yoga,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Wake-Up Stretch and Relax Yoga,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Balance & Stability Games,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Balance & Stability Games,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Balance & Stability Games,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Queens,Beach 17th Street,Boot Camp,Community Based Event,afternoon_time,weekday,adults_audience,general_public_audience,young_adult_audience,,,,,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Balance & Stability Games,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
low_attendance,Sport,Bronx,St. Mary's Park,skills & drills,Community Based Event,afternoon_time,weekday,children_audience,,,,,,,
low_attendance,Fitness,Staten Island,Stapleton Playground,Sports Drills,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Fitness,Staten Island,Stapleton Playground,Fit Kids,Community Based Event,night_time,weekday,tot_audience,teens_audience,children_audience,,,,,
med_attendance,Fitness,Staten Island,De Matti Park,Hula Hoop Fitness,Community Based Event,night_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Fitness,Staten Island,De Matti Park,Fit Kids,Community Based Event,night_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Fitness,Staten Island,De Matti Park,Fit Kids,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Fitness,Staten Island,De Matti Park,Walk-a-thon,Community Based Event,night_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Fitness,Staten Island,De Matti Park,Hula Hoop Fitness,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Fitness,Staten Island,Stapleton Playground,Walk-a-thon,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Fitness,Staten Island,De Matti Park,Walk-a-thon,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Plyometrics,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Plyometrics,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Plyometrics,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Fit to the Core,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Fit to the Core,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Fit to the Core,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Track & Field,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Track & Field,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Track & Field,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Bronx,Williamsbridge Oval Park,Circuit Training,Community Based Event,afternoon_time,weekday,adults_audience,young_adult_audience,seniors_audience,,,,,
low_attendance,Fitness,Brooklyn,Shore Park and Parkway,Shape Up NYC: Lift and Movement,Community Based Event,afternoon_time,weekday,adults_audience,,,,,,,
med_attendance,Fitness,Staten Island,De Matti Park,Hula Hoop Fitness,Community Based Event,night_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Step & Fit,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Manhattan,Thomas Jefferson Park,Shape Up NYC: Afro-Dance,Community Based Event,night_time,weekday,adults_audience,,,,,,,
med_attendance,Fitness,Bronx,St. James Recreation Center,unknown_name,Open House,afternoon_time,weekday,young_adult_audience,adults_audience,seniors_audience,,,,,
med_attendance,Fitness,Bronx,Fort Independence Playground,Shape Up NYC: Cardio Fit,Community Based Event,afternoon_time,weekend,adults_audience,,,,,,,
med_attendance,Fitness,Staten Island,De Matti Park,Sports Drills,Community Based Event,night_time,weekday,tot_audience,children_audience,teens_audience,,,,,
med_attendance,Fitness,Staten Island,Clove Lakes Park,Shape Up NYC: FitMix,Community Based Event,morning_time,weekday,adults_audience,,,,,,,
med_attendance,Fitness,Bronx,St. James Recreation Center,Spin for Life,Community Based Event,morning_time,weekday,young_adult_audience,adults_audience,seniors_audience,,,,,
med_attendance,Fitness,Bronx,St. James Recreation Center,HIIT Circuit Fitness,Open House,morning_time,weekday,young_adult_audience,adults_audience,seniors_audience,,,,,
low_attendance,Fitness,Bronx,Van Cortlandt Park,Hiking,Community Based Event,afternoon_time,weekday,seniors_audience,,,,,,,
med_attendance,Sport,Bronx,Williamsbridge Oval Park,Sports Drills,Community Based Event,night_time,weekday,children_audience,,,,,,,
med_attendance,Sport,Bronx,Williamsbridge Oval Park,Senior Pickleball,Community Based Event,afternoon_time,weekday,seniors_audience,,,,,,,
low_attendance,Sport,Bronx,Williamsbridge Oval Park,Sports Drills,Community Based Event,night_time,weekday,children_audience,,,,,,,
med_attendance,Sport,Bronx,Williamsbridge Oval Park,Pickle Ball,Community Based Event,afternoon_time,weekday,seniors_audience,,,,,,,
med_attendance,Sport,Bronx,Williamsbridge Oval Park,Sports Drills,Community Based Event,night_time,weekday,children_audience,,,,,,,
low_attendance,Fitness,Bronx,Van Cortlandt Park,Hiking,Community Based Event,afternoon_time,weekday,seniors_audience,,,,,,,
med_attendance,Sport,Bronx,Williamsbridge Oval Park,Pickleball,Community Based Event,afternoon_time,weekday,seniors_audience,,,,,,,
med_attendance,Sport,Bronx,Williamsbridge Oval Park,Sports Drills,Community Based Event,night_time,weekday,children_audience,,,,,,,
unknown_attendance,Sport,Bronx,Williamsbridge Oval Park,Pickle Ball,Community Based Event,afternoon_time,weekday,seniors_audience,,,,,,,
unknown_attendance,Sport,Bronx,Williamsbridge Oval Park,Sports Drills,Community Based Event,night_time,weekday,children_audience,,,,,,,
low_attendance,Fitness,Bronx,Williamsbridge Oval Park,Hiking,Community Based Event,afternoon_time,weekday,seniors_audience,,,,,,,
med_attendance,Sport,Bronx,Williamsbridge Oval Park,PickleBall,Community Based Event,afternoon_time,weekday,seniors_audience,,,,,,,
low_attendance,Fitness,Staten Island,DeMatti Playground,Sports Drills,Community Based Event,night_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Fitness,Staten Island,DeMatti Playground,Fit Kids,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Fitness,Staten Island,DeMatti Playground,Hula Hoop Fitness,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
unknown_attendance,Fitness,Bronx,St. Mary's Parking Lot,Trap and Spin,Open House,afternoon_time,weekday,adults_audience,young_adult_audience,seniors_audience,,,,,
med_attendance,Fitness,Bronx,St. James Recreation Center,Spin for Life,Community Based Event,morning_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Queens,Beach 17th Street,Spin,Community Based Event,afternoon_time,weekday,adults_audience,teens_audience,young_adult_audience,general_public_audience,,,,
med_attendance,Fitness,Queens,Beach 17th Street,Spin,Community Based Event,afternoon_time,weekday,young_adult_audience,adults_audience,general_public_audience,,,,,
med_attendance,Fitness,Queens,Beach 17th Street,Boot Camp,Community Based Event,afternoon_time,weekday,adults_audience,young_adult_audience,general_public_audience,,,,,
low_attendance,Sport,Queens,Detective Keith L Williams Park,Summer Sports Experience,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,general_public_audience,,,,,
med_attendance,Sport,Queens,Beach 17th Street,Summer Sports Experience,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,general_public_audience,,,,,
med_attendance,Sport,Queens,Juniper Valley Park,Summer Sports Experience,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,general_public_audience,,,,,
