attendance_bucket,Category,Borough,Location,Event Name,Event Type,time_of_day,day_type,audience_1,audience_2,audience_3,audience_4,audience_5,audience_6,audience_7,audience_8
high_attendance,Sport,Manhattan,Central Park,Adventures NYC,Agency Produced Event,afternoon_time,weekend,children_audience,young_adult_audience,adults_audience,teens_audience,,,,
med_attendance,Fitness,Manhattan,Tony Dapolito Recreation Center,NYC Parks Pride Ride 2019,Agency Produced Event,night_time,weekday,young_adult_audience,adults_audience,general_public_audience,,,,,
high_attendance,Fitness,Queens,Lost Battalion Hall Recreation Center,Lost Battalion Hall Weightlifting Classic,Local Event,afternoon_time,weekend,general_public_audience,,,,,,,
med_attendance,Sport,Queens,Annadale,Learn to Ride,Community Based Event,afternoon_time,weekend,children_audience,,,,,,,
low_attendance,Fitness,Bronx,Mapes,Cool Pools - Shape Up NYC,Community Based Event,afternoon_time,weekday,adults_audience,teens_audience,,,,,,
unknown_attendance,Fitness,Bronx,Claremont,Shape Up NYC Cool Pool,Community Based Event,afternoon_time,weekday,adults_audience,teens_audience,,,,,,
unknown_attendance,Fitness,Manhattan,Wagner,Shape Up NYC Cool Pool,Community Based Event,night_time,weekday,adults_audience,,,,,,,
med_attendance,Sport,Queens,Detective Keith L Williams Park,Summer Sports Experience Sports Clinic: Soccer/ Flag Football,Community Based Event,afternoon_time,weekday,children_audience,teens_audience,,,,,,
med_attendance,Sport,Queens,Mafera Playground,Summer Sports Experience Clinic: Basketball,Community Based Event,afternoon_time,weekday,children_audience,teens_audience,,,,,,
low_attendance,Fitness,Manhattan,Dry Dock,Body Conditioning,Agency Produced Event,night_time,weekend,adults_audience,seniors_audience,,,,,,
low_attendance,Fitness,Bronx,Mapes,Zumba w/GiGi,Agency Produced Event,afternoon_time,weekday,adults_audience,seniors_audience,,,,,,
med_attendance,Fitness,Queens,Fisher Pool,Dance Fitness,Agency Produced Event,night_time,weekend,adults_audience,seniors_audience,,,,,,
med_attendance,Fitness,Manhattan,Sheltering Arms,Zumba w/GiGi,Agency Produced Event,afternoon_time,weekday,seniors_audience,adults_audience,,,,,,
low_attendance,Fitness,Bronx,Claremont,Poolside Yoga,Agency Produced Event,afternoon_time,weekday,adults_audience,seniors_audience,,,,,,
unknown_attendance,Fitness,Queens,Fisher Pool,Zumba,Agency Produced Event,afternoon_time,weekday,adults_audience,seniors_audience,,,,,,
low_attendance,Fitness,Manhattan,Wagner,Bootcamp,Agency Produced Event,night_time,weekday,adults_audience,seniors_audience,,,,,,
med_attendance,Fitness,Staten Island,Tottenville,Yoga,Agency Produced Event,night_time,weekday,adults_audience,seniors_audience,,,,,,
med_attendance,Fitness,Bronx,Mapes,Line Dancing,Agency Produced Event,night_time,weekday,adults_audience,seniors_audience,,,,,,
med_attendance,Fitness,Manhattan,Sheltering Arms,Zumba w/GiGi,Agency Produced Event,morning_time,weekday,adults_audience,seniors_audience,,,,,,
low_attendance,Fitness,Bronx,Mapes,Yoga,Agency Produced Event,afternoon_time,weekday,adults_audience,seniors_audience,,,,,,
low_attendance,Fitness,Staten Island,Tottenville,Yoga,Agency Produced Event,night_time,weekday,adults_audience,seniors_audience,,,,,,
med_attendance,Fitness,Bronx,Mapes,Line Dancing,Agency Produced Event,night_time,weekday,adults_audience,seniors_audience,,,,,,
med_attendance,Fitness,Manhattan,Sheltering Arms,Zumba,Agency Produced Event,night_time,weekday,adults_audience,seniors_audience,,,,,,
low_attendance,Fitness,Manhattan,Dry Dock,Body Conditioning,Agency Produced Event,afternoon_time,weekday,adults_audience,seniors_audience,,,,,,
med_attendance,Fitness,Bronx,Mapes,Zumba W/GIGI,Agency Produced Event,night_time,weekday,adults_audience,seniors_audience,,,,,,
unknown_attendance,Fitness,Bronx,Claremont,Yoga,Agency Produced Event,afternoon_time,weekday,adults_audience,seniors_audience,,,,,,
unknown_attendance,Fitness,Bronx,Mapes,Yoga,Agency Produced Event,afternoon_time,weekday,adults_audience,seniors_audience,,,,,,
med_attendance,Fitness,Manhattan,Dry Dock,Body Conditioning,Agency Produced Event,night_time,weekday,adults_audience,seniors_audience,,,,,,
unknown_attendance,Fitness,Manhattan,Wagner,Bootcamp,Agency Produced Event,night_time,weekend,adults_audience,seniors_audience,,,,,,
med_attendance,Fitness,Bronx,Mapes,Line Dancing,Agency Produced Event,night_time,weekend,adults_audience,seniors_audience,,,,,,
med_attendance,Fitness,Manhattan,J. Hood Wright Recreation Center,Summer Dance Night,Agency Produced Event,night_time,weekday,adults_audience,children_audience,seniors_audience,,,,,
med_attendance,Fitness,Bronx,Mapes,Zumba w/GiGi,Agency Produced Event,night_time,weekday,adults_audience,seniors_audience,,,,,,
med_attendance,Fitness,Manhattan,Gertrude Ederle Recreation Center,"New Year, New You Fitness Fest",Agency Produced Event,afternoon_time,weekend,young_adult_audience,adults_audience,teens_audience,seniors_audience,,,,
med_attendance,Fitness,Bronx,Mapes,Zumba,Agency Produced Event,afternoon_time,weekday,adults_audience,seniors_audience,,,,,,
med_attendance,Sport,Manhattan,Gertrude Ederle Recreation Center,Hockey Tournament,Tournament/Competition,night_time,weekend,adults_audience,teens_audience,children_audience,,,,,
med_attendance,Fitness,Manhattan,Highbridge Recreation Center,Family Wellness Day,Open House,afternoon_time,weekend,children_audience,tot_audience,adults_audience,teens_audience,young_adult_audience,,,
unknown_attendance,Sport,Manhattan,Highbridge Recreation Center,Chess Tournament,Tournament/Competition,night_time,weekday,seniors_audience,adults_audience,,,,,,
med_attendance,Fitness,Manhattan,Highbridge Recreation Center,OFF THE HOOK Open House,Open House,night_time,weekday,adults_audience,,,,,,,
med_attendance,Sport,Manhattan,Chelsea Recreation Center,Chelsea Recreation All Star Competition,Tournament/Competition,night_time,weekday,children_audience,,,,,,,
high_attendance,Sport,Manhattan,Chelsea Recreation Center,Sports Award Ceremony,Agency Produced Event,night_time,weekday,children_audience,,,,,,,
med_attendance,Sport,Manhattan,Chelsea Recreation Center,Billiard Tournament,Tournament/Competition,afternoon_time,weekend,young_adult_audience,adults_audience,,,,,,
med_attendance,Fitness,Manhattan,Highbridge Recreation Center,Family Wellness Day,Open House,afternoon_time,weekend,general_public_audience,,,,,,,
med_attendance,Sport,Manhattan,Chelsea Recreation Center,Billiard Tournament,Tournament/Competition,afternoon_time,weekend,young_adult_audience,adults_audience,,,,,,
high_attendance,Sport,Manhattan,Alfred E. Smith Recreation Center,P.S. 126/MAT Homecoming Basketball Game,Tournament/Competition,night_time,weekday,children_audience,,,,,,,
med_attendance,Sport,Manhattan,Jackie Robinson Recreation Center,March Madness: Adults Basketball tournament,Tournament/Competition,night_time,weekday,young_adult_audience,adults_audience,,,,,,
high_attendance,Fitness,Manhattan,Pelham Fritz Recreation Center,Love Your Body/Fitness Festival,Agency Produced Event,morning_time,weekend,general_public_audience,,,,,,,
med_attendance,Fitness,Manhattan,Pelham Fritz Recreation Center,"The ""Let It Out"" Vogue Fest",Agency Produced Event,night_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Manhattan,Pelham Fritz Recreation Center,Step Into Dancing Line Dance Event,Agency Produced Event,night_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Manhattan,Pelham Fritz Recreation Center,Ultimate Obstacle Course,Agency Produced Event,afternoon_time,weekend,teens_audience,,,,,,,
high_attendance,Sport,Staten Island,Franklin D. Roosevelt Boardwalk and Beach,Beach Soccer Tournament,Tournament/Competition,afternoon_time,weekend,general_public_audience,,,,,,,
high_attendance,Sport,Staten Island,Franklin D. Roosevelt Boardwalk and Beach,Beach Soccer Tournament,Tournament/Competition,afternoon_time,weekend,general_public_audience,,,,,,,
high_attendance,Sport,Manhattan,Marcus Garvey Park,Iron Kid,Agency Produced Event,afternoon_time,weekday,children_audience,teens_audience,,,,,,
med_attendance,Fitness,Queens,Torsney/Lou Lodati Playground,"Ready, Set, Family at Lou Lodati Playground",Agency Produced Event,night_time,weekend,general_public_audience,,,,,,,
unknown_attendance,Fitness,Bronx,Claremont,Shape Up Low Impact Fitness,Agency Produced Event,night_time,weekday,adults_audience,,,,,,,
med_attendance,Fitness,Bronx,Claremont,Shape Up Low Impact Fitness,Agency Produced Event,night_time,weekday,adults_audience,,,,,,,
low_attendance,Fitness,Bronx,Claremont,Shape Up Low Impact Fitness,Agency Produced Event,night_time,weekday,adults_audience,,,,,,,
low_attendance,Fitness,Bronx,Claremont,Shape Up NYC - Yoga,Agency Produced Event,afternoon_time,weekday,adults_audience,,,,,,,
low_attendance,Fitness,Brooklyn,Commodore barry,Shape Up  Cardio Sculpt,Agency Produced Event,night_time,weekday,adults_audience,,,,,,,
med_attendance,Fitness,Bronx,Claremont,Shape Up Low Impact Fitness,Agency Produced Event,night_time,weekday,adults_audience,,,,,,,
med_attendance,Fitness,Queens,Fisher Pool,Shape Up Zumba,Agency Produced Event,night_time,weekday,adults_audience,,,,,,,
low_attendance,Fitness,Staten Island,Tottenville,Shape Up NYC - Yoga,Agency Produced Event,night_time,weekday,adults_audience,,,,,,,
unknown_attendance,Fitness,Staten Island,Tottenville,Shape Up NYC - Yoga,Agency Produced Event,night_time,weekday,adults_audience,,,,,,,
unknown_attendance,Fitness,Brooklyn,Commodore barry,Shape Up Cardio Sculpt,Agency Produced Event,night_time,weekday,adults_audience,,,,,,,
unknown_attendance,Fitness,Brooklyn,Commodore barry,Shape Up Cardio Sculpt,Agency Produced Event,night_time,weekday,adults_audience,,,,,,,
med_attendance,Fitness,Bronx,Mapes,Shape Up Line Dancing,Agency Produced Event,night_time,weekday,adults_audience,,,,,,,
low_attendance,Fitness,Manhattan,Sheltering Arms,Shape Up Zumba,Agency Produced Event,night_time,weekday,adults_audience,,,,,,,
unknown_attendance,Fitness,Bronx,Claremont,Shape Up Low Impact Fitness,Agency Produced Event,night_time,weekday,adults_audience,,,,,,,
unknown_attendance,Fitness,Bronx,Mapes,Shape Up Zumba,Agency Produced Event,night_time,weekday,adults_audience,,,,,,,
med_attendance,Sport,Queens,Detective Keith L Williams Park,SSE Sports Clinic visit,Community Based Event,afternoon_time,weekday,children_audience,teens_audience,,,,,,
med_attendance,Sport,Queens,Kissena Park,SSE Flag Football Clinics,Community Based Event,afternoon_time,weekend,children_audience,teens_audience,,,,,,
high_attendance,Fitness,Manhattan,Riverside Park,Adventure Race,Agency Produced Event,afternoon_time,weekday,children_audience,teens_audience,,,,,,
med_attendance,Fitness,Queens,Addabbo Playground,"Ready, Set, Family at Addabbo Playground Report",Agency Produced Event,night_time,weekend,general_public_audience,,,,,,,
med_attendance,Sport,Queens,Kissena Park,Flag football clinic,Community Based Event,afternoon_time,weekend,children_audience,teens_audience,,,,,,
med_attendance,Sport,Queens,Kissena Park,NYC Parks Flag Football Clinic (SSE),Community Based Event,afternoon_time,weekend,teens_audience,children_audience,,,,,,
med_attendance,Fitness,Queens,Corona Golf,"Ready, Set, Family at Corona Golf Playground",Local Event,night_time,weekend,general_public_audience,,,,,,,
high_attendance,Fitness,Staten Island,Ocean Breeze Track & Field Athletic Complex,Health and Wellness Fair,Community Based Event,afternoon_time,weekend,tot_audience,children_audience,adults_audience,young_adult_audience,teens_audience,adaptive_audience,general_public_audience,seniors_audience
unknown_attendance,Sport,Staten Island,Ocean Breeze Track & Field Athletic Complex,Ocean Breeze Beach Soccer & Food Truck Festival,Community Based Event,afternoon_time,weekend,children_audience,young_adult_audience,adults_audience,teens_audience,seniors_audience,adaptive_audience,general_public_audience,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Beach Soccer & Food Truck Festival,Community Based Event,afternoon_time,weekend,young_adult_audience,children_audience,adults_audience,teens_audience,adaptive_audience,general_public_audience,,
med_attendance,Sport,Queens,Addabbo Playground,Learn to Ride,Community Based Event,afternoon_time,weekend,children_audience,,,,,,,
med_attendance,Sport,Queens,Kissena Park,Flag Football Clinics,Community Based Event,afternoon_time,weekend,teens_audience,children_audience,,,,,,
med_attendance,Fitness,Queens,Fisher Pool,Shape Up Zumba,Agency Produced Event,night_time,weekday,general_public_audience,,,,,,,
low_attendance,Fitness,Bronx,Mapes,Shape Up NYC - Yoga,Agency Produced Event,afternoon_time,weekday,adults_audience,,,,,,,
low_attendance,Fitness,Bronx,Mapes,Shape Up Zumba,Agency Produced Event,night_time,weekday,adults_audience,teens_audience,general_public_audience,,,,,
med_attendance,Fitness,Bronx,Mapes,Shape Up Zumba,Agency Produced Event,night_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Bronx,Mapes,Shape Up Zumba,Agency Produced Event,night_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Manhattan,Hamilton Fish Recreation Center,Jump into Fall Fitness,Open House,afternoon_time,weekend,teens_audience,adults_audience,young_adult_audience,seniors_audience,general_public_audience,,,
med_attendance,Fitness,Queens,Fisher Pool,Shape Up Zumba,Agency Produced Event,night_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Queens,Fisher Pool,Shape Up Zumba,Agency Produced Event,night_time,weekday,general_public_audience,,,,,,,
low_attendance,Fitness,Manhattan,Dry Dock,Shape Up Cardio Sculpt,Agency Produced Event,afternoon_time,weekend,general_public_audience,,,,,,,
high_attendance,Sport,Queens,Kissena Park,Flag Football Clinic SSE,Community Based Event,afternoon_time,weekend,teens_audience,children_audience,,,,,,
high_attendance,Sport,Queens,Juniper Valley Park,Queens Bocce tournament,Tournament/Competition,afternoon_time,weekend,adults_audience,seniors_audience,general_public_audience,,,,,
high_attendance,Sport,Manhattan,Thomas Jefferson Park,Track & Field Meet,Tournament/Competition,afternoon_time,weekend,children_audience,teens_audience,seniors_audience,,,,,
med_attendance,Fitness,Manhattan,Highbridge Recreation Center,Family Wellness Day,Open House,afternoon_time,weekend,teens_audience,young_adult_audience,tot_audience,children_audience,adults_audience,general_public_audience,adaptive_audience,seniors_audience
med_attendance,Fitness,Manhattan,J. Hood Wright Recreation Center,Danceathon: Line Dancing,Community Based Event,night_time,weekday,general_public_audience,,,,,,,
med_attendance,Sport,Manhattan,John V. Lindsay East River Park,Cops and Kids Softball Game,Tournament/Competition,night_time,weekday,teens_audience,young_adult_audience,adults_audience,,,,,
med_attendance,Fitness,Manhattan,J. Hood Wright Recreation Center,Danceathon: Latin Night,Community Based Event,night_time,weekday,general_public_audience,,,,,,,
low_attendance,Fitness,Manhattan,Highbridge Recreation Center,Family Wellness,Community Based Event,night_time,weekend,general_public_audience,,,,,,,
high_attendance,Fitness,Bronx,St. James Recreation Center,Free Spin Classes,Agency Produced Event,afternoon_time,weekday,young_adult_audience,adults_audience,seniors_audience,general_public_audience,,,,
high_attendance,Fitness,Bronx,St. James Recreation Center,Fall Fitness Open House Week,Open House,morning_time,weekday,tot_audience,children_audience,young_adult_audience,adults_audience,teens_audience,adaptive_audience,seniors_audience,general_public_audience
med_attendance,Fitness,Bronx,St. James Recreation Center,Ultimate Teen Boot Camp Challenge,Agency Produced Event,night_time,weekday,teens_audience,,,,,,,
high_attendance,Fitness,Bronx,St. James Park,Bronx Fit Fest,Agency Produced Event,afternoon_time,weekend,general_public_audience,,,,,,,
med_attendance,Sport,Queens,Lost Battalion Hall Recreation Center,NYC Parks Basketball Clinic,Community Based Event,afternoon_time,weekday,children_audience,teens_audience,,,,,,
med_attendance,Fitness,Manhattan,Highbridge Recreation Center,Off The Hook,Agency Produced Event,night_time,weekday,young_adult_audience,adults_audience,seniors_audience,teens_audience,general_public_audience,adaptive_audience,,
med_attendance,Fitness,Manhattan,Highbridge Recreation Center,Family Wellness Day,Community Based Event,afternoon_time,weekend,children_audience,adults_audience,tot_audience,young_adult_audience,teens_audience,,,
med_attendance,Fitness,Manhattan,Highbridge Recreation Center,Family Wellness Day,Open House,afternoon_time,weekend,general_public_audience,,,,,,,
med_attendance,Sport,Manhattan,Asser Levy Recreation Center,Asser Levy's Girls Classic Basketball Tournament,Tournament/Competition,afternoon_time,weekend,teens_audience,,,,,,,
high_attendance,Sport,Queens,Beach 82nd Street,Rockaway Classic Basketball Tournament,Community Based Event,afternoon_time,weekend,children_audience,teens_audience,,,,,,
med_attendance,Sport,Queens,Al Oerter Recreation Center,Queens Recreation Tennis Clinic,Community Based Event,afternoon_time,weekend,children_audience,teens_audience,,,,,,
high_attendance,Sport,Queens,Beach 82nd Street,Rockaway Basketball Classic,Community Based Event,afternoon_time,weekend,children_audience,teens_audience,,,,,,
unknown_attendance,Fitness,Manhattan,Chelsea Recreation Center,Chelsea Fitness Marathon,Agency Produced Event,afternoon_time,weekday,young_adult_audience,adults_audience,seniors_audience,adaptive_audience,teens_audience,,,
med_attendance,Sport,Manhattan,Chelsea Recreation Center,Chelsea 2nd Annual PickleBall Tournament,Agency Produced Event,afternoon_time,weekend,adults_audience,seniors_audience,,,,,,
med_attendance,Sport,Manhattan,Alfred E. Smith Recreation Center,Girls GEVA Volleyball Team Tryouts,Local Event,night_time,weekday,teens_audience,,,,,,,
med_attendance,Fitness,Manhattan,Highbridge Recreation Center,Family Wellness Day,Community Based Event,afternoon_time,weekend,general_public_audience,,,,,,,
med_attendance,Sport,Manhattan,John V. Lindsay East River Park,Veteran's Softball Game,Agency Produced Event,night_time,weekday,adults_audience,young_adult_audience,general_public_audience,children_audience,,,,
med_attendance,Sport,Queens,Al Oerter Recreation Center,NYC Parks Pickleball Tournement,Community Based Event,afternoon_time,weekend,seniors_audience,adults_audience,,,,,,
med_attendance,Sport,Queens,Juniper Valley Park,Queens Recreation Softball Clinic,Community Based Event,night_time,weekend,teens_audience,children_audience,,,,,,
med_attendance,Sport,Queens,Lost Battalion Hall Recreation Center,NYC Parks Pickleball Tournement,Community Based Event,afternoon_time,weekend,seniors_audience,,,,,,,
high_attendance,Sport,Queens,Beach 32nd Street Football Fields,Girls Flag Football Invitational,Community Based Event,afternoon_time,weekday,children_audience,teens_audience,,,,,,
med_attendance,Sport,Manhattan,Tony Dapolito Recreation Center,Final 4 Fridays,Tournament/Competition,night_time,weekday,children_audience,teens_audience,general_public_audience,,,,,
med_attendance,Sport,Queens,Al Oerter Recreation Center,Turkey Bowl,Tournament/Competition,afternoon_time,weekend,children_audience,teens_audience,,,,,,
med_attendance,Fitness,Queens,Roy Wilkins Recreation Center,Fitness Buffet,Open House,afternoon_time,weekend,young_adult_audience,adults_audience,general_public_audience,seniors_audience,,,,
med_attendance,Fitness,Manhattan,Highbridge Recreation Center,Family Wellness Day,Community Based Event,afternoon_time,weekend,general_public_audience,,,,,,,
med_attendance,Sport,Manhattan,Alfred E. Smith Recreation Center,Holiday Classic Badminton Doubles Tournament,Tournament/Competition,night_time,weekday,adults_audience,,,,,,,
high_attendance,Sport,Manhattan,Asser Levy Recreation Center,Asser Levy Winter Girls Basketball Classic,Tournament/Competition,afternoon_time,weekend,teens_audience,,,,,,,
high_attendance,Fitness,Manhattan,Chelsea Recreation Center,Chelsea Fitness Marathon,Local Event,afternoon_time,weekday,adults_audience,teens_audience,young_adult_audience,,,,,
med_attendance,Sport,Manhattan,Alfred E. Smith Recreation Center,Pickleball Showcase,Tournament/Competition,afternoon_time,weekend,seniors_audience,adults_audience,,,,,,
med_attendance,Fitness,Manhattan,Highbridge Recreation Center,Shape Up Kick off,Agency Produced Event,afternoon_time,weekend,general_public_audience,,,,,,,
high_attendance,Sport,Queens,Sorrentino Recreation Center,Double Dutch Holiday Classic,Tournament/Competition,afternoon_time,weekday,children_audience,teens_audience,,,,,,
high_attendance,Sport,Queens,Sorrentino Recreation Center,Mommy & Me Double Dutch Event,Local Event,afternoon_time,weekend,adults_audience,children_audience,teens_audience,young_adult_audience,tot_audience,seniors_audience,,
high_attendance,Sport,Queens,Lost Battalion Hall Recreation Center,Holiday Classic,Tournament/Competition,afternoon_time,weekday,children_audience,teens_audience,,,,,,
high_attendance,Fitness,Bronx,St. James Recreation Center,Winter Open House Week,Open House,afternoon_time,weekday,tot_audience,children_audience,young_adult_audience,adults_audience,teens_audience,adaptive_audience,seniors_audience,general_public_audience
high_attendance,Fitness,Bronx,St. James Recreation Center,Spin for Life: Healthy Heart Spin Off,Local Event,afternoon_time,weekday,adults_audience,young_adult_audience,seniors_audience,,,,,
med_attendance,Fitness,Queens,Sorrentino Recreation Center,Zumbathon,Community Based Event,afternoon_time,weekend,general_public_audience,,,,,,,
med_attendance,Fitness,Manhattan,Asser Levy Recreation Center,Neon Glow Spin Challenge,Community Based Event,night_time,weekday,adults_audience,young_adult_audience,seniors_audience,general_public_audience,,,,
med_attendance,Sport,Queens,Flushing Meadows Corona Park Pool & Rink,NYC Parks Swim Clinic,Community Based Event,night_time,weekday,children_audience,,,,,,,
med_attendance,Sport,Manhattan,Tony Dapolito Recreation Center,Round Robin Pickleball Tournament,Tournament/Competition,night_time,weekday,young_adult_audience,adults_audience,seniors_audience,,,,,
med_attendance,Fitness,Manhattan,Highbridge Recreation Center,Off The Hook Open Mat,Open House,night_time,weekday,general_public_audience,,,,,,,
high_attendance,Sport,Manhattan,Thomas Jefferson Park,Thomas Jefferson Track & Field Day,Agency Produced Event,afternoon_time,weekend,children_audience,teens_audience,seniors_audience,general_public_audience,,,,
med_attendance,Fitness,Manhattan,Jackie Robinson Recreation Center,Line Dance,Community Based Event,night_time,weekend,adults_audience,seniors_audience,general_public_audience,children_audience,,,,
med_attendance,Fitness,Manhattan,Highbridge Recreation Center,Family Wellness Day,Agency Produced Event,afternoon_time,weekend,young_adult_audience,adults_audience,teens_audience,children_audience,general_public_audience,seniors_audience,adaptive_audience,tot_audience
high_attendance,Sport,Manhattan,Central Park,Winter Jam,Agency Produced Event,afternoon_time,weekend,tot_audience,children_audience,young_adult_audience,adults_audience,teens_audience,,,
med_attendance,Sport,Manhattan,Alfred E. Smith Recreation Center,King of the Net,Tournament/Competition,night_time,weekday,teens_audience,,,,,,,
med_attendance,Sport,Manhattan,Jackie Robinson Recreation Center,Youth Basketball league Championship & skills challenge,Tournament/Competition,night_time,weekend,teens_audience,,,,,,,
high_attendance,Sport,Bronx,Hunts Point Recreation Center,Family Dodgeball,Local Event,night_time,weekday,children_audience,teens_audience,general_public_audience,,,,,
med_attendance,Sport,Manhattan,Hansborough Recreation Center,All Star Madness,Tournament/Competition,night_time,weekday,children_audience,teens_audience,adults_audience,,,,,
high_attendance,Fitness,Manhattan,Asser Levy Recreation Center,Neon Glow Zumba Fest,Community Based Event,night_time,weekday,adults_audience,young_adult_audience,seniors_audience,general_public_audience,,,,
high_attendance,Sport,Bronx,Hunts Point Recreation Center,Ultimate Dodgeball,Community Based Event,night_time,weekday,teens_audience,children_audience,general_public_audience,,,,,
high_attendance,Sport,Bronx,Hunts Point Recreation Center,Hunts Point Game On,Community Based Event,night_time,weekday,children_audience,teens_audience,adaptive_audience,,,,,
med_attendance,Sport,Manhattan,Recreation Center 54,King of the Rock,Agency Produced Event,night_time,weekday,teens_audience,,,,,,,
med_attendance,Sport,Manhattan,Recreation Center 54,Holiday Basketball Classic,Tournament/Competition,afternoon_time,weekday,adults_audience,seniors_audience,,,,,,
med_attendance,Fitness,Manhattan,Highbridge Recreation Center,Teen Fitness Challenge,Agency Produced Event,night_time,weekday,teens_audience,,,,,,,
med_attendance,Fitness,Staten Island,Jennifer's Playground,Stronger Than Ever,Open House,afternoon_time,weekday,seniors_audience,,,,,,,
med_attendance,Sport,Brooklyn,Maria Hernandez,Youth Summer Pop Up Recreation,Local Event,afternoon_time,weekday,children_audience,,,,,,,
med_attendance,Sport,Brooklyn,Herbert Von King Park,Youth Summer Pop Up Recreation,Local Event,afternoon_time,weekday,tot_audience,children_audience,,,,,,
med_attendance,Fitness,Staten Island,Jennifer's Playground,Stronger Than Ever,Open House,afternoon_time,weekday,seniors_audience,,,,,,,
med_attendance,Fitness,Bronx,St. James Recreation Center,Spin for Life,Community Based Event,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Sport,Bronx,St. James Recreation Center,Family Soccer,Community Based Event,night_time,weekday,general_public_audience,,,,,,,
med_attendance,Sport,Brooklyn,Star Spangled Playground,Youth Summer Pop Up Recreation,Local Event,afternoon_time,weekday,children_audience,,,,,,,
low_attendance,Fitness,Staten Island,Freshkills Park,Stronger Than Ever - Freshkills Walk,Open House,afternoon_time,weekday,seniors_audience,,,,,,,
med_attendance,Sport,Brooklyn,Maria Hernandez,Youth Summer Pop Up Recreation,Local Event,afternoon_time,weekday,children_audience,tot_audience,,,,,,
med_attendance,Sport,Brooklyn,Potomac Playground,Youth Summer Pop Up Recreation,Local Event,afternoon_time,weekday,tot_audience,children_audience,,,,,,
med_attendance,Sport,Bronx,Williamsbridge Oval Park,Fastest Kid In Parks Track & Field Event,Local Event,afternoon_time,weekday,children_audience,general_public_audience,,,,,,
unknown_attendance,Sport,Bronx,Castle Hill Playground,Soccer Skills & Drills,Tournament/Competition,afternoon_time,weekday,teens_audience,children_audience,,,,,,
med_attendance,Sport,Brooklyn,Leif Ericson Park,Pick Up Pickleball,Local Event,afternoon_time,weekday,seniors_audience,,,,,,,
med_attendance,Sport,Bronx,Hunts Point Playground,Basketball Skills & Drills,Agency Produced Event,night_time,weekday,teens_audience,young_adult_audience,children_audience,,,,,
med_attendance,Sport,Bronx,Hunts Point Recreation Center,Soccer,Local Event,afternoon_time,weekday,children_audience,,,,,,,
low_attendance,Fitness,Brooklyn,McKinley Park,TABATA Training,Local Event,night_time,weekday,adults_audience,,,,,,,
med_attendance,Fitness,Brooklyn,McKinley Park,Rhythm & Weights,Local Event,afternoon_time,weekday,children_audience,,,,,,,
low_attendance,Fitness,Staten Island,De Matti Playground,Arts and Crafts,Community Based Event,night_time,weekday,tot_audience,children_audience,,,,,,
med_attendance,Sport,Brooklyn,Leif Ericson Park,Pick Up Pickleball,Local Event,afternoon_time,weekday,seniors_audience,,,,,,,
low_attendance,Sport,Brooklyn,McKinley Park,Soccer Skills & Games,Local Event,night_time,weekday,children_audience,,,,,,,
low_attendance,Fitness,Staten Island,Ocean Breeze Park,Inspiration Motivation,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,De Matti Playground,Hula Hoop Fitness,Community Based Event,afternoon_time,weekday,children_audience,teens_audience,,,,,,
unknown_attendance,Fitness,Staten Island,De Matti Playground,Walk-a-thon,Community Based Event,afternoon_time,weekday,children_audience,,,,,,,
med_attendance,Fitness,Staten Island,De Matti Playground,Sports Drills,Community Based Event,night_time,weekday,children_audience,teens_audience,,,,,,
unknown_attendance,Sport,Staten Island,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Street Hockey,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Staten Island,Ocean Breeze Park,Step & Fit,Open House,afternoon_time,weekday,general_public_audience,,,,,,,
low_attendance,Fitness,Brooklyn,McKinley Park,Rthym & Weights,Local Event,afternoon_time,weekday,adults_audience,seniors_audience,,,,,,
med_attendance,Fitness,Bronx,St. James Recreation Center,Spin for Life,Community Based Event,afternoon_time,weekday,general_public_audience,,,,,,,
med_attendance,Fitness,Bronx,St. James Recreation Center,Stretching & Relaxation,Open House,afternoon_time,weekday,young_adult_audience,adults_audience,seniors_audience,,,,,
low_attendance,Fitness,Bronx,St. James Park,A Walk In The Park,Community Based Event,night_time,weekday,young_adult_audience,adults_audience,seniors_audience,,,,,
low_attendance,Sport,Manhattan,St. Nicholas Playground North,KIM Outdoor Programming,Community Based Event,afternoon_time,weekday,tot_audience,children_audience,teens_audience,,,,,
low_attendance,Fitness,Staten Island,De Matti Playground,Fit Kids,Community Based Event,afternoon_time,weekday,children_audience,teens_audience,,,,,,
med_attendance,Sport,Brooklyn,Heckscher Playground,Youth Summer Pop Up Recreation,Local Event,afternoon_time,weekday,tot_audience,children_audience,,,,,,
low_attendance,Fitness,Staten Island,De Matti Playground,Sports Drills,Community Based Event,night_time,weekday,teens_audience,children_audience,,,,,,
